"vid","id","source","project","pcode","name","visit_date","visit","novisit_reason","geom","longitude","latitude","location_origin","prefecture","sousprefecture","commune","village","chantiers_numb","workers_numb","workers_women","workers_women_work_type","childunder15","childunder15_work_type","minerals","minerals_diamant","minerals_or","minerals_autre","production_destination","services1_name","services1_frequency","services2_name","services2_frequency","services3_name","services3_frequency","actor_type","actor1name","actor1name_frequency","actor1name_tax","actor1name_pillage","actor1name_forcedlabour","actor1name_buyminerals","actor1name_digging","actor1name_monopoly","actor2name","actor2name_frequency","actor2name_tax","actor2name_pillage","actor2name_forcedlabour","actor2name_buyminerals","actor2name_digging","actor2name_monopoly","actor3name","actor3name_frequency","actor3name_tax","actor3name_pillage","actor3name_forcedlabour","actor3name_buyminerals","actor3name_digging","actor3name_monopoly","roadblocks","roadblocks_actor","environment_water_change","environment_deforestation","conflict_category","conflict_type","accident_injured","accident_dead"
497,28,"IPIS","IPIS - Covid19 2020","cafmine00284","Mambéré Ndongué","2020-08-01",0,"Appel telephonique - Covid19","0101000020E61000006451C1F2FA1E2F4019F06069F3821440",15.5605083333,5.1278816667,"GPS","Nana-Mambéré","Abba","Nadziboro","Ndongué",,200,30,,10,,"Diamant",1,0,0,,,,,,,,"autodefense","Anti-balaka","permanent",0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
498,101,"IPIS","IPIS - Covid19 2020","cafmine00298","Gore","2020-08-01",0,"Appel telephonique - Covid19","0101000020E6100000D21DC4CE14622E406DAD2F12DA721440",15.191565,5.11216,"GPS","Nana-Mambéré","Abba","Abba","Abba",,100,30,,10,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,138,"IPIS","IPIS - Covid19 2020","cafmine00024","Gamme-Carrière","2020-08-02",0,"Appel telephonique - Covid19","0101000020E61000009C5BF951FAF330400B5EF415A4091640",16.9530383333,5.509415,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Carrière",,63,8,,4,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,118,"IPIS","IPIS - Covid19 2020","cafmine00025","Gamme-Yofo","2020-08-02",0,"Appel telephonique - Covid19","0101000020E6100000AE122C0E67FA30403468E89FE0021640",16.978135,5.50281,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Yofo",,160,40,,20,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,130,"IPIS","IPIS - Covid19 2020","cafmine00027","Gamme 5 Kilo","2020-08-02",0,"Appel telephonique - Covid19","0101000020E6100000EBAD81AD12043140FCFB8C0B07221640",17.01591,5.53323,"GPS","Ombella-M'Poko","Yaloké","Guézéli","5kilos",,300,80,,50,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,116,"IPIS","IPIS - Covid19 2020","cafmine00034","Péya","2020-08-02",0,"Appel telephonique - Covid19","0101000020E61000004576CDBF70F9304014C1665E21961640",16.9743766667,5.6466116667,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Oko-Péya",,25,5,,8,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,124,"IPIS","IPIS - Covid19 2020","cafmine00036","Nandombo","2020-08-02",0,"Appel telephonique - Covid19","0101000020E6100000F1AF0DF0B7F83040D5690BAD61791640",16.9715566667,5.6185366667,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Dombourou",,108,18,,40,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,170,"IPIS","IPIS - Covid19 2020","cafmine00137","Danou","2020-08-02",0,"Appel telephonique - Covid19","0101000020E61000000D08852D639830402FB236E838441340",16.5952633333,4.8166233333,"GPS","Mambéré-Kadéï","Gadzi","Topia","Guen",,25,4,,5,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,94,"IPIS","IPIS - Covid19 2020","cafmine00152","Mbaéré","2020-08-02",0,"Appel telephonique - Covid19","0101000020E6100000E94E88A56E88304050B4448983311140",16.5329383333,4.2983533333,"GPS","Mambéré-Kadéï","Carnot","Senkpa-Mbaéré","Gbogou",,23,8,,5,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,174,"IPIS","IPIS - Covid19 2020","cafmine00170","Bekombo","2020-08-02",0,"Appel telephonique - Covid19","0101000020E610000011BB9F6485B52F4042FA54F32F9C1240",15.8545333333,4.6525266667,"GPS","Mambéré-Kadéï","Berbérati","Haute-Batouri","Nadombo",,150,10,,0,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,77,"IPIS","IPIS - Covid19 2020","cafmine00180","Mbisso","2020-08-02",0,"Appel telephonique - Covid19","0101000020E6100000DDB6EF517F65304043E1B37570B01940",16.396474,6.422304,"Approximation","Ouham-Pendé","Bozoum","Kouazo","Kokol",,150,25,,15,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,106,"IPIS","IPIS - Covid19 2020","cafmine00303","Loya","2020-08-02",0,"Appel telephonique - Covid19","0101000020E6100000D97E49195E362E40A31EA2D11D241540",15.1061866667,5.28527,"GPS","Nana-Mambéré","Abba","Abba","Abba",,150,50,,15,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,111,"IPIS","IPIS - Covid19 2020","cafmine00304","Loya","2020-08-02",0,"Appel telephonique - Covid19","0101000020E61000005C4EF23473332E40AB2688BA0F301540",15.1004883333,5.296935,"GPS","Nana-Mambéré","Abba","Abba","Abba",,100,30,,10,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,92,"IPIS","IPIS - Covid19 2020","cafmine00306","Loya","2020-08-02",0,"Appel telephonique - Covid19","0101000020E610000096B20C71AC2B2E40B99B0E4253491540",15.0853,5.3216066667,"GPS","Nana-Mambéré","Abba","Abba","Abba",,50,11,,7,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,59,"IPIS","IPIS - Covid19 2020","cafmine00057","Zu-Ndjoh","2020-08-03",0,"Appel telephonique - Covid19","0101000020E6100000F3B6AA11E75E314001F6D1A92BDF1640",17.3707133333,5.71794,"GPS","Ombella-M'Poko","Bossembélé","Bossembélé","Banda 67km De Ndjoh",,80,10,,20,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,120,"IPIS","IPIS - Covid19 2020","cafmine00100","Mbifoura","2020-08-03",0,"Appel telephonique - Covid19","0101000020E6100000FFCBB568016630403046240A2DBB1940",16.398459,6.432789,"Approximation","Ouham-Pendé","Bozoum","Kouazo","Betara",,150,50,,10,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,127,"IPIS","IPIS - Covid19 2020","cafmine00105","Yabéolo-Yabéngala","2020-08-03",0,"Appel telephonique - Covid19","0101000020E61000007CD5CA845F023140FC9A13597EE31540",17.00927,5.4721616667,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Ziki",,50,6,,13,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,113,"IPIS","IPIS - Covid19 2020","cafmine00107","Gbagaïn","2020-08-03",0,"Appel telephonique - Covid19","0101000020E6100000656523EB830331402BAEC3F33FF61540",17.0137316667,5.4904783333,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Ziki",,50,6,,22,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,160,"IPIS","IPIS - Covid19 2020","cafmine00136","Wodo","2020-08-03",0,"Appel telephonique - Covid19","0101000020E6100000EA043411364030403484F84359850F40",16.250825,3.9401116667,"GPS","Mambéré-Kadéï","Berbérati","Basse-Mambéré","Balego",,20,0,,0,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,165,"IPIS","IPIS - Covid19 2020","cafmine00141","Sama 1 Camp Gbangoro","2020-08-03",0,"Appel telephonique - Covid19","0101000020E61000005BD5A9E148BD2F40A4C2D84290531340",15.8696966667,4.831605,"GPS","Mambéré-Kadéï","Carnot","Carnot","Sama 1",,220,60,,40,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,173,"IPIS","IPIS - Covid19 2020","cafmine00143","Camp Pilote","2020-08-03",0,"Appel telephonique - Covid19","0101000020E6100000124E0B5EF4552F40CB4A9352D05D1340",15.66788,4.841615,"GPS","Mambéré-Kadéï","Carnot","Carnot","Camp Koko",,30,3,,6,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,43,"IPIS","IPIS - Covid19 2020","cafmine00254","Mokere","2020-08-03",0,"Appel telephonique - Covid19","0101000020E61000006B60AB048BC331406BAD961949A51A40",17.76384,6.6614116667,"GPS","Ouham","Bossangoa","Ben Zambé","Kponga Nonh",,55,10,,8,,"Or",0,1,0,,,,,,,,"autodefense","Auto-défense","permanent",0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
519,115,"IPIS","IPIS - Covid19 2020","cafmine00275","Moenam","2020-08-03",0,"Appel telephonique - Covid19","0101000020E61000007AFCDEA63F532E40D881734694E61540",15.162595,5.475175,"GPS","Nana-Mambéré","Abba","Abba","Ndjiba Molé",,180,70,,30,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,38,"IPIS","IPIS - Covid19 2020","cafmine00321","Pays","2020-08-03",0,"Appel telephonique - Covid19","0101000020E6100000CFF753E3A5B731405ECAD3CC6DC51A40",17.717375,6.692801666666666,"GPS","Ouham","Bossangoa","Ben Zambé","Gbofiri",,50,12,,7,,"Or",0,1,0,,,,,,,,"autodefense","Auto-défense","permanent",0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
521,99,"IPIS","IPIS - Covid19 2020","cafmine00017","Mengui 2","2020-08-04",0,"Appel telephonique - Covid19","0101000020E61000001D774A07EBCB31407540A7A309E10E40",17.796555,3.8598816667,"GPS","Lobaye","Mbaïki","Bogongo Gaza","Mengui",,10,0,,4,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,133,"IPIS","IPIS - Covid19 2020","cafmine00054","Wesse-Doli","2020-08-04",0,"Appel telephonique - Covid19","0101000020E6100000FF5BC98E8D94314064AF777FBC871540",17.580285,5.382555,"GPS","Ombella-M'Poko","Bossembélé","Bossembélé","Lyn",,25,10,,5,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,82,"IPIS","IPIS - Covid19 2020","cafmine00255","Ndarsa","2020-08-04",0,"Appel telephonique - Covid19","0101000020E6100000F1FFBB2A3DB831403C96A57BB0CF1940",17.7196833333,6.4528216667,"GPS","Ouham","Bossangoa","Soumbé","Boubou",,30,10,,5,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,29,"IPIS","IPIS - Covid19 2020","cafmine00286","Gbin-Mboussa","2020-08-04",0,"Appel telephonique - Covid19","0101000020E6100000AE0FEB8D5AD92E40D50627A25F8B1440",15.424519,5.136107,"Approximation","Nana-Mambéré","Abba","Nadziboro","Abo",,100,25,,10,,"Diamant, Or",1,1,0,,,,,,,,"autodefense","Auto-défense","permanent",0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
525,32,"IPIS","IPIS - Covid19 2020","cafmine00287","Gbin-Mboussa 2","2020-08-04",0,"Appel telephonique - Covid19","0101000020E6100000CFF04FBA07DB2E40606847CCD9881440",15.4277933333,5.1336433333,"GPS","Nana-Mambéré","Abba","Nadziboro","Abo",,150,30,,10,,"Diamant, Or",1,1,0,,,,,,,,"autodefense","Auto-défense","permanent",0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
526,79,"IPIS","IPIS - Covid19 2020","cafmine00227","Medy","2020-08-05",0,"Appel telephonique - Covid19","0101000020E6100000F58B2947EE0E2E40D3E7D13265BA1440",15.0291616667,5.1820266667,"GPS","Nana-Mambéré","Abba","Abba","Lamy",,180,60,,30,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,93,"IPIS","IPIS - Covid19 2020","cafmine00277","Medy","2020-08-05",0,"Appel telephonique - Covid19","0101000020E61000005086934574222E40D33F5ABE1B981440",15.0672933333,5.1485433333,"GPS","Nana-Mambéré","Abba","Abba","Lamy",,200,70,,30,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,98,"IPIS","IPIS - Covid19 2020","cafmine00278","Medy Assisté","2020-08-05",0,"Appel telephonique - Covid19","0101000020E610000063B48EAA26302E4091442FA3588E1440",15.094045,5.13901,"GPS","Nana-Mambéré","Abba","Abba","Naramiri",,500,150,,80,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,31,"IPIS","IPIS - Covid19 2020","cafmine00285","Sipi","2020-08-05",0,"Appel telephonique - Covid19","0101000020E610000091A2E52F1A1F2F40877C69ACEA821440",15.5607466667,5.1278483333,"GPS","Nana-Mambéré","Abba","Nadziboro","Ndongué",,100,30,,10,,"Diamant, Or",1,1,0,,,,,,,,"autodefense","Auto-défense","permanent",1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
530,134,"IPIS","IPIS - Covid19 2020","cafmine00056","Pk12","2020-08-06",0,"Appel telephonique - Covid19","0101000020E610000013CAEA31A4693140273BCFFA81D81640",17.4126616667,5.7114333333,"GPS","Ombella-M'Poko","Bossembélé","Bossembélé","45km De Ndjoh",,5,1,,2,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,156,"IPIS","IPIS - Covid19 2020","cafmine00122","Ngola1","2020-08-06",0,"Appel telephonique - Covid19","0101000020E6100000AA202E14C3243040AA656B7D91D00940",16.1436016667,3.22684,"GPS","Sangha-Mbaéré","Nola","Salo","Nolan 2 & 3",,5,0,,0,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,112,"IPIS","IPIS - Covid19 2020","cafmine00123","Ngola1","2020-08-06",0,"Appel telephonique - Covid19","0101000020E610000079294D6F6C23304062105839B4C80940",16.1383733333,3.223,"GPS","Sangha-Mbaéré","Nola","Salo","Ngola1",,7,0,,3,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,136,"IPIS","IPIS - Covid19 2020","cafmine00126","Yanguénda","2020-08-06",0,"Appel telephonique - Covid19","0101000020E6100000F5BEF1B5673230400856401ED4F80D40",16.196895,3.7464983333,"GPS","Sangha-Mbaéré","Nola","Nola","Mboussa",,25,3,,0,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,5,"IPIS","IPIS - Covid19 2020","cafmine00222","Zindi","2020-08-06",0,"Appel telephonique - Covid19","0101000020E6100000A7052FFA0AFA2D40E7D4FCD661EF1440",14.988365,5.2337716667,"GPS","Nana-Mambéré","Abba","Abba","Nagbabo (dagbera)",,150,60,,20,,"Or",0,1,0,,,,,,,,"groupe_arme","3R","semaine",1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
535,104,"IPIS","IPIS - Covid19 2020","cafmine00271","Gbayenbé","2020-08-06",0,"Appel telephonique - Covid19","0101000020E6100000FDA4DAA7E3612E40542C50ADAB8F1540",15.19119,5.3903033333,"GPS","Nana-Mambéré","Abba","Abba","Abba",,70,20,,10,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,117,"IPIS","IPIS - Covid19 2020","cafmine00052","Kpoï","2020-08-07",0,"Appel telephonique - Covid19","0101000020E6100000A054FB743C9631400B293FA9F6391640",17.58686,5.556605,"GPS","Ombella-M'Poko","Bossembélé","Bossembélé","Ngata",,15,3,,5,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,100,"IPIS","IPIS - Covid19 2020","cafmine00271","Gbayenbé","2020-08-07",0,"Appel telephonique - Covid19","0101000020E6100000FDA4DAA7E3612E40542C50ADAB8F1540",15.19119,5.3903033333,"GPS","Nana-Mambéré","Abba","Abba","Abba",,70,20,,10,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,74,"IPIS","IPIS - Covid19 2020","cafmine00272","Gbengoto","2020-08-07",0,"Appel telephonique - Covid19","0101000020E6100000D42B6519E2782E40756754BE7A7F1540",15.2361,5.3744916667,"GPS","Nana-Mambéré","Abba","Abba","Kpokorta",,30,10,,3,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,157,"IPIS","IPIS - Covid19 2020","cafmine00162","Banegbere","2020-08-08",0,"Appel telephonique - Covid19","0101000020E6100000A64F838E43863140D6470EB6EBE81040",17.5244683333,4.2274616667,"GPS","Lobaye","Boda","Lobaye","Gbadoua",,100,0,,0,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,158,"IPIS","IPIS - Covid19 2020","cafmine00165","Likonzi","2020-08-08",0,"Appel telephonique - Covid19","0101000020E6100000EE3702CC8F663140040D641BCBFE1040",17.4006316667,4.2488216667,"GPS","Lobaye","Boda","Lobaye","Bomandoro",,45,0,,0,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,150,"IPIS","IPIS - Covid19 2020","cafmine00166","Lobe-Mombaraka","2020-08-08",0,"Appel telephonique - Covid19","0101000020E6100000F98381E7DE573140BF654E97C5D41040",17.343245,4.207785,"GPS","Lobaye","Boda","Lobaye","Bomandoro",,150,0,,0,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,103,"IPIS","IPIS - Covid19 2020","cafmine00205","Li-Hononh","2020-08-08",0,"Appel telephonique - Covid19","0101000020E61000008B321B64923D31408F617C76D3901840",17.240515,6.1414316667,"GPS","Ouham","Bossangoa","Koro-M'poko","Willy",,8,0,,0,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,97,"IPIS","IPIS - Covid19 2020","cafmine00230","Dengue Yoho","2020-08-08",0,"Appel telephonique - Covid19","0101000020E61000001E45C51354373140520ABABDA4611840",17.2161266667,6.095355,"GPS","Ouham","Bossangoa","Koro-M'poko","Yoho",,10,1,,0,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,30,"IPIS","IPIS - Covid19 2020","cafmine00294","Walé","2020-08-08",0,"Appel telephonique - Covid19","0101000020E610000097361C96069E2E409624CFF57D881540",15.308644,5.383293,"Approximation","Nana-Mambéré","Abba","Abba","Méré",,40,10,,0,,"Diamant, Or",1,1,0,,,,,,,,"autodefense","Auto-défense","permanent",0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
545,39,"IPIS","IPIS - Covid19 2020","cafmine00295","Gbembou","2020-08-08",0,"Appel telephonique - Covid19","0101000020E610000051A7530DE84A2E40F6622827DA051640",15.1463016667,5.505715,"GPS","Nana-Mambéré","Abba","Abba","Ndibamoelle",,200,70,,20,,"Or",0,1,0,,,,,,,,"autodefense","Auto-défense","permanent",0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,
546,142,"IPIS","IPIS - Covid19 2020","cafmine00002","Adouzekede","2020-08-09",0,"Appel telephonique - Covid19","0101000020E6100000492EFF21FD7631408A05BEA25B2F1340",17.4648,4.796248,"Approximation","Ombella-M'Poko","Bossembélé","La Mbi","Lambi Pont",,150,25,,35,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,139,"IPIS","IPIS - Covid19 2020","cafmine00023","Yongoro-Nguiza","2020-08-09",0,"Appel telephonique - Covid19","0101000020E61000007CE73F7FB4FA30408AB9D21068131640",16.9793166667,5.5189516667,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Yongoro-Nguiza",,220,40,,80,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,132,"IPIS","IPIS - Covid19 2020","cafmine00044","Gbolon","2020-08-09",0,"Appel telephonique - Covid19","0101000020E6100000A24B109A4A003140A8D529B158D01640",17.0011383333,5.7034633333,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Zoué",,150,10,,25,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,131,"IPIS","IPIS - Covid19 2020","cafmine00050","Gbabé","2020-08-09",0,"Appel telephonique - Covid19","0101000020E6100000D297B6A490FD30406536C82423071740",16.9904883333,5.75697,"GPS","Ombella-M'Poko","Yaloké","Guézéli","Carrefour",,402,112,,96,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,56,"IPIS","IPIS - Covid19 2020","cafmine00120","Gbassa Tangue","2020-08-09",0,"Appel telephonique - Covid19","0101000020E610000032A171BC159C31401704BD159C841640",17.6097066667,5.6295016667,"GPS","Ombella-M'Poko","Bossembélé","Bossembélé","Yadama",,10,2,,3,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,143,"IPIS","IPIS - Covid19 2020","cafmine00121","Baya","2020-08-09",0,"Appel telephonique - Covid19","0101000020E61000002686CD110C9A2F40784FB70EFB2A1640",15.8008733333,5.5419733333,"GPS","Nana-Mambéré","Baoro","Yoro-Samba Bougoulou","Pâté",,30,10,,15,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,90,"IPIS","IPIS - Covid19 2020","cafmine00124","Mayembé","2020-08-09",0,"Appel telephonique - Covid19","0101000020E61000002861A6ED5F393040F2D1773A7D4A0C40",16.22412,3.5363716667,"GPS","Sangha-Mbaéré","Nola","Nola","Mangolo",,10,2,,5,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,163,"IPIS","IPIS - Covid19 2020","cafmine00139","Somica","2020-08-09",0,"Appel telephonique - Covid19","0101000020E61000007D55170128792F40FEA98ACBDE9F1340",15.7366333333,4.9061233333,"GPS","Mambéré-Kadéï","Carnot","Carnot","Somica",,45,8,,12,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,168,"IPIS","IPIS - Covid19 2020","cafmine00144","Béréngo","2020-08-09",0,"Appel telephonique - Covid19","0101000020E610000031074147AB8A30407B832F4CA6CA1240",16.541676,4.6979,"Approximation","Mambéré-Kadéï","Gadzi","Topia","Guengue",,70,12,,15,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,164,"IPIS","IPIS - Covid19 2020","cafmine00146","Gbaya Bozoum","2020-08-09",0,"Appel telephonique - Covid19","0101000020E61000006EFAB31F298A30408ACDC7B5A1A21240",16.53969,4.65882,"Approximation","Mambéré-Kadéï","Gadzi","Topia","Gbaya Bozoum",,200,40,,31,,"Diamant",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,9,"IPIS","IPIS - Covid19 2020","cafmine00199","Ngbabéré 1","2020-08-09",0,"Appel telephonique - Covid19","0101000020E61000008C43E6DB95A02D4095C52BEE52BD1640",14.8136433333,5.6848866667,"GPS","Nana-Mambéré","Baboua","Baboua","Yezo",,250,63,,67,,"Or",0,1,0,,,,,,,,"groupe_arme","3R","aleatoire",1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
557,67,"IPIS","IPIS - Covid19 2020","cafmine00208","Mbélou","2020-08-09",0,"Appel telephonique - Covid19","0101000020E61000000FCAE4E5C39E2D4054441F4E4D3F1940",14.8100883333,6.3118183333,"GPS","Nana-Mambéré","Baboua","Goudrot","Dankalé",,180,60,,40,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,137,"IPIS","IPIS - Covid19 2020","cafmine00232","Nougawa","2020-08-09",0,"Appel telephonique - Covid19","0101000020E6100000D6FF39CC97EF30400A68226C78CA1940",16.93591,6.447725,"GPS","Ouham","Bossangoa","Ouham Bac","Bowe",,8,5,,0,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,72,"IPIS","IPIS - Covid19 2020","cafmine00234","Yoho","2020-08-09",0,"Appel telephonique - Covid19","0101000020E6100000D791FB42B532314012929E4471741840",17.1980783333,6.1137133333,"GPS","Ouham","Bossangoa","Koro-M'poko","Yoho",,3,0,,0,,"Or",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,37,"IPIS","IPIS - Covid19 2020","cafmine00296","Kombelé","2020-08-09",0,"Appel telephonique - Covid19","0101000020E6100000D5106C4B0A512E40627512EF13BA1540",15.1582816667,5.4317166667,"GPS","Nana-Mambéré","Abba","Abba","Gobolo",,150,50,,15,,"Or",0,1,0,,,,,,,,"autodefense","Auto-défense","permanent",0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,
561,57,"IPIS","IPIS - Covid19 2020","cafmine00001","Adouzekede","2020-08-10",0,"Appel telephonique - Covid19","0101000020E61000002E573F36C977314054C90050C52D1340",17.467914,4.794698,"Approximation","Ombella-M'Poko","Bossembélé","La Mbi","Lambi",,150,15,,50,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,54,"IPIS","IPIS - Covid19 2020","cafmine00003","Ngom-Mbata","2020-08-10",0,"Appel telephonique - Covid19","0101000020E6100000E2F40684C3803140423EE8D9AC0A1340",17.5029833333,4.760425,"GPS","Ombella-M'Poko","Bossembélé","La Mbi","Lambi",,2,0,,0,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,55,"IPIS","IPIS - Covid19 2020","cafmine00005","Drol","2020-08-10",0,"Appel telephonique - Covid19","0101000020E6100000492EFF21FD7631408A05BEA25B2F1340",17.4648,4.796248,"Approximation","Ombella-M'Poko","Bossembélé","La Mbi","Lambi",,100,5,,30,,"Diamant, Or, Carbone",1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,121,"IPIS","IPIS - Covid19 2020","cafmine00008","Pama-Drol","2020-08-10",0,"Appel telephonique - Covid19","0101000020E6100000B54E5C8E57843140DFA5D425E3E81240",17.516961,4.727429,"Approximation","Ombella-M'Poko","Bossembélé","La Mbi","Lambi",,100,6,,30,,"Diamant, Or",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
